1.000000e+00,0.000000e+00
9.951847e-01,9.801714e-02
9.807853e-01,1.950903e-01
9.569403e-01,2.902847e-01
9.238795e-01,3.826834e-01
8.819213e-01,4.713967e-01
8.314696e-01,5.555702e-01
7.730105e-01,6.343933e-01
7.071068e-01,7.071068e-01
6.343933e-01,7.730105e-01
5.555702e-01,8.314696e-01
4.713967e-01,8.819213e-01
3.826834e-01,9.238795e-01
2.902847e-01,9.569403e-01
1.950903e-01,9.807853e-01
9.801714e-02,9.951847e-01
6.123234e-17,1.000000e+00
-9.801714e-02,9.951847e-01
-1.950903e-01,9.807853e-01
-2.902847e-01,9.569403e-01
-3.826834e-01,9.238795e-01
-4.713967e-01,8.819213e-01
-5.555702e-01,8.314696e-01
-6.343933e-01,7.730105e-01
-7.071068e-01,7.071068e-01
-7.730105e-01,6.343933e-01
-8.314696e-01,5.555702e-01
-8.819213e-01,4.713967e-01
-9.238795e-01,3.826834e-01
-9.569403e-01,2.902847e-01
-9.807853e-01,1.950903e-01
-9.951847e-01,9.801714e-02
-1.000000e+00,1.224647e-16
-9.951847e-01,-9.801714e-02
-9.807853e-01,-1.950903e-01
-9.569403e-01,-2.902847e-01
-9.238795e-01,-3.826834e-01
-8.819213e-01,-4.713967e-01
-8.314696e-01,-5.555702e-01
-7.730105e-01,-6.343933e-01
-7.071068e-01,-7.071068e-01
-6.343933e-01,-7.730105e-01
-5.555702e-01,-8.314696e-01
-4.713967e-01,-8.819213e-01
-3.826834e-01,-9.238795e-01
-2.902847e-01,-9.569403e-01
-1.950903e-01,-9.807853e-01
-9.801714e-02,-9.951847e-01
-1.836970e-16,-1.000000e+00
9.801714e-02,-9.951847e-01
1.950903e-01,-9.807853e-01
2.902847e-01,-9.569403e-01
3.826834e-01,-9.238795e-01
4.713967e-01,-8.819213e-01
5.555702e-01,-8.314696e-01
6.343933e-01,-7.730105e-01
7.071068e-01,-7.071068e-01
7.730105e-01,-6.343933e-01
8.314696e-01,-5.555702e-01
8.819213e-01,-4.713967e-01
9.238795e-01,-3.826834e-01
9.569403e-01,-2.902847e-01
9.807853e-01,-1.950903e-01
9.951847e-01,-9.801714e-02
