1,2,1.0
2,3,1.0
3,4,1.0
4,5,1.0
5,6,1.0
6,7,1.0
7,8,1.0
8,9,1.0
9,10,1.0
10,11,1.0
11,12,1.0
12,13,1.0
13,14,1.0
14,15,1.0
1,16,1.0
2,17,1.0
16,17,1.0
3,18,1.0
17,18,1.0
4,19,1.0
18,19,1.0
5,20,1.0
19,20,1.0
6,21,1.0
20,21,1.0
7,22,1.0
21,22,1.0
8,23,1.0
22,23,1.0
9,24,1.0
23,24,1.0
10,25,1.0
24,25,1.0
11,26,1.0
25,26,1.0
12,27,1.0
26,27,1.0
13,28,1.0
27,28,1.0
14,29,1.0
28,29,1.0
15,30,1.0
29,30,1.0
16,31,1.0
17,32,1.0
31,32,1.0
18,33,1.0
32,33,1.0
19,34,1.0
33,34,1.0
20,35,1.0
34,35,1.0
21,36,1.0
35,36,1.0
22,37,1.0
36,37,1.0
23,38,1.0
37,38,1.0
24,39,1.0
38,39,1.0
25,40,1.0
39,40,1.0
26,41,1.0
40,41,1.0
27,42,1.0
41,42,1.0
28,43,1.0
42,43,1.0
29,44,1.0
43,44,1.0
30,45,1.0
44,45,1.0
31,46,1.0
32,47,1.0
46,47,1.0
33,48,1.0
47,48,1.0
34,49,1.0
48,49,1.0
35,50,1.0
49,50,1.0
36,51,1.0
50,51,1.0
37,52,1.0
51,52,1.0
38,53,1.0
52,53,1.0
39,54,1.0
53,54,1.0
40,55,1.0
54,55,1.0
41,56,1.0
55,56,1.0
42,57,1.0
56,57,1.0
43,58,1.0
57,58,1.0
44,59,1.0
58,59,1.0
45,60,1.0
59,60,1.0
46,61,1.0
47,62,1.0
61,62,1.0
48,63,1.0
62,63,1.0
49,64,1.0
63,64,1.0
50,65,1.0
64,65,1.0
51,66,1.0
65,66,1.0
52,67,1.0
66,67,1.0
53,68,1.0
67,68,1.0
54,69,1.0
68,69,1.0
55,70,1.0
69,70,1.0
56,71,1.0
70,71,1.0
57,72,1.0
71,72,1.0
58,73,1.0
72,73,1.0
