1,4,1.0
2,5,1.0
1,6,1.0
1,7,1.0
6,7,1.0
2,9,1.0
5,9,1.0
3,11,1.0
8,11,1.0
5,12,1.0
4,13,1.0
7,13,1.0
10,13,1.0
2,14,1.0
5,14,1.0
2,15,1.0
9,15,1.0
14,15,1.0
3,16,1.0
8,16,1.0
2,17,1.0
5,17,1.0
14,17,1.0
15,17,1.0
8,18,1.0
11,18,1.0
12,18,1.0
1,19,1.0
4,19,1.0
6,19,1.0
7,19,1.0
13,19,1.0
3,20,1.0
12,20,1.0
16,20,1.0
19,20,1.0
5,21,1.0
9,21,1.0
14,21,1.0
15,21,1.0
17,21,1.0
1,22,1.0
4,22,1.0
7,22,1.0
13,22,1.0
2,23,1.0
9,23,1.0
14,23,1.0
15,23,1.0
2,24,1.0
5,24,1.0
15,24,1.0
17,24,1.0
21,24,1.0
23,24,1.0
2,25,1.0
5,25,1.0
10,25,1.0
14,25,1.0
17,25,1.0
21,25,1.0
1,26,1.0
4,26,1.0
6,26,1.0
10,26,1.0
11,26,1.0
13,26,1.0
11,27,1.0
16,27,1.0
18,27,1.0
21,27,1.0
23,27,1.0
2,28,1.0
5,28,1.0
9,28,1.0
15,28,1.0
21,28,1.0
23,28,1.0
24,28,1.0
9,29,1.0
14,29,1.0
15,29,1.0
17,29,1.0
21,29,1.0
4,30,1.0
6,30,1.0
7,30,1.0
10,30,1.0
19,30,1.0
22,30,1.0
5,31,1.0
9,31,1.0
21,31,1.0
23,31,1.0
24,31,1.0
26,31,1.0
29,31,1.0
3,32,1.0
11,32,1.0
16,32,1.0
17,32,1.0
18,32,1.0
27,32,1.0
4,33,1.0
10,33,1.0
22,33,1.0
26,33,1.0
30,33,1.0
3,34,1.0
11,34,1.0
12,34,1.0
18,34,1.0
20,34,1.0
27,34,1.0
32,34,1.0
1,35,1.0
4,35,1.0
7,35,1.0
10,35,1.0
13,35,1.0
19,35,1.0
26,35,1.0
30,35,1.0
33,35,1.0
5,36,1.0
9,36,1.0
14,36,1.0
15,36,1.0
17,36,1.0
23,36,1.0
24,36,1.0
25,36,1.0
28,36,1.0
29,36,1.0
31,36,1.0
11,37,1.0
16,37,1.0
18,37,1.0
20,37,1.0
32,37,1.0
34,37,1.0
4,38,1.0
6,38,1.0
10,38,1.0
22,38,1.0
30,38,1.0
33,38,1.0
35,38,1.0
7,39,1.0
8,39,1.0
11,39,1.0
12,39,1.0
18,39,1.0
20,39,1.0
27,39,1.0
32,39,1.0
34,39,1.0
37,39,1.0
4,40,1.0
7,40,1.0
10,40,1.0
13,40,1.0
26,40,1.0
30,40,1.0
33,40,1.0
10,41,1.0
21,41,1.0
22,41,1.0
26,41,1.0
30,41,1.0
33,41,1.0
6,42,1.0
7,42,1.0
10,42,1.0
19,42,1.0
22,42,1.0
28,42,1.0
41,42,1.0
11,43,1.0
12,43,1.0
16,43,1.0
18,43,1.0
32,43,1.0
34,43,1.0
37,43,1.0
39,43,1.0
2,44,1.0
6,44,1.0
7,44,1.0
10,44,1.0
13,44,1.0
22,44,1.0
26,44,1.0
30,44,1.0
33,44,1.0
38,44,1.0
2,45,1.0
5,45,1.0
9,45,1.0
12,45,1.0
14,45,1.0
17,45,1.0
21,45,1.0
23,45,1.0
28,45,1.0
29,45,1.0
31,45,1.0
33,45,1.0
36,45,1.0
8,46,1.0
12,46,1.0
16,46,1.0
18,46,1.0
24,46,1.0
27,46,1.0
32,46,1.0
6,47,1.0
10,47,1.0
13,47,1.0
19,47,1.0
24,47,1.0
26,47,1.0
38,47,1.0
42,47,1.0
43,47,1.0
44,47,1.0
9,48,1.0
14,48,1.0
25,48,1.0
28,48,1.0
29,48,1.0
31,48,1.0
36,48,1.0
45,48,1.0
1,49,1.0
6,49,1.0
7,49,1.0
18,49,1.0
19,49,1.0
30,49,1.0
40,49,1.0
42,49,1.0
44,49,1.0
1,50,1.0
4,50,1.0
6,50,1.0
7,50,1.0
13,50,1.0
19,50,1.0
22,50,1.0
26,50,1.0
35,50,1.0
41,50,1.0
42,50,1.0
44,50,1.0
49,50,1.0
