1,3,1.0
4,5,1.0
4,6,1.0
1,8,1.0
6,8,1.0
2,9,1.0
3,9,1.0
5,10,1.0
7,10,1.0
1,11,1.0
3,11,1.0
8,11,1.0
4,13,1.0
5,13,1.0
5,14,1.0
10,14,1.0
13,14,1.0
4,15,1.0
6,15,1.0
13,15,1.0
3,16,1.0
9,16,1.0
11,16,1.0
6,17,1.0
8,17,1.0
15,17,1.0
7,18,1.0
10,18,1.0
14,18,1.0
7,19,1.0
8,20,1.0
11,20,1.0
17,20,1.0
12,21,1.0
7,22,1.0
18,22,1.0
19,22,1.0
13,23,1.0
14,23,1.0
13,24,1.0
15,24,1.0
23,24,1.0
11,25,1.0
16,25,1.0
20,25,1.0
14,26,1.0
18,26,1.0
23,26,1.0
15,27,1.0
17,27,1.0
24,27,1.0
12,28,1.0
21,28,1.0
18,29,1.0
22,29,1.0
26,29,1.0
17,30,1.0
20,30,1.0
27,30,1.0
21,31,1.0
20,32,1.0
25,32,1.0
30,32,1.0
23,33,1.0
24,33,1.0
21,34,1.0
28,34,1.0
31,34,1.0
19,35,1.0
22,35,1.0
23,36,1.0
26,36,1.0
33,36,1.0
24,37,1.0
27,37,1.0
33,37,1.0
31,38,1.0
26,39,1.0
29,39,1.0
36,39,1.0
27,40,1.0
30,40,1.0
37,40,1.0
22,41,1.0
29,41,1.0
35,41,1.0
39,41,1.0
30,42,1.0
32,42,1.0
40,42,1.0
38,43,1.0
31,44,1.0
34,44,1.0
38,44,1.0
28,45,1.0
34,45,1.0
33,46,1.0
36,46,1.0
33,47,1.0
37,47,1.0
46,47,1.0
37,48,1.0
40,48,1.0
47,48,1.0
36,49,1.0
39,49,1.0
46,49,1.0
40,50,1.0
42,50,1.0
48,50,1.0
43,51,1.0
38,52,1.0
43,52,1.0
44,52,1.0
39,53,1.0
41,53,1.0
49,53,1.0
34,54,1.0
44,54,1.0
45,54,1.0
46,55,1.0
47,55,1.0
47,56,1.0
48,56,1.0
55,56,1.0
35,57,1.0
41,57,1.0
53,57,1.0
46,58,1.0
49,58,1.0
55,58,1.0
48,59,1.0
50,59,1.0
56,59,1.0
51,60,1.0
43,61,1.0
51,61,1.0
52,61,1.0
44,62,1.0
52,62,1.0
54,62,1.0
45,63,1.0
54,63,1.0
49,64,1.0
53,64,1.0
58,64,1.0
55,65,1.0
58,65,1.0
55,66,1.0
56,66,1.0
65,66,1.0
51,67,1.0
60,67,1.0
61,67,1.0
56,68,1.0
59,68,1.0
66,68,1.0
60,69,1.0
52,70,1.0
61,70,1.0
62,70,1.0
58,71,1.0
64,71,1.0
65,71,1.0
65,72,1.0
66,72,1.0
66,73,1.0
68,73,1.0
72,73,1.0
60,74,1.0
67,74,1.0
69,74,1.0
54,75,1.0
62,75,1.0
63,75,1.0
65,76,1.0
71,76,1.0
72,76,1.0
69,77,1.0
53,78,1.0
57,78,1.0
64,78,1.0
72,79,1.0
76,79,1.0
61,80,1.0
67,80,1.0
70,80,1.0
72,81,1.0
73,81,1.0
79,81,1.0
77,82,1.0
81,82,1.0
